"","county_id","unemployment_rate","hs_graduation_rate","average_age","state","county","population","male_proportion","female_proportion","white_proportion","black_proportion","american_indian_proportion","asian_proportion","hawaiian_pacific_proportion","interracial_proportion","no_hispanic_proportion","hispanic_proportion","state_legislature","syringe_exchange","num_exchange","immunity_for_possession_of_naloxone_no_script","prescriber_immunity_criminal","poverty_rate"
"306","05000US36063",0.08,0.834,42.6,"New York","Niagara County",211798,48.73889272,51.26110728,88.02254979,7.253609571,1.128905844,1.089245413,0.037771839,2.467917544,97.14917044,2.850829564,"Split","Yes",23,"No","No",0.13605416481742
"307","05000US05007",0.057,0.849,35,"Arkansas","Benton County",258704,49.57557672,50.42442328,89.20155854,1.907585503,1.929231863,3.919150844,0.55778032,2.484692931,83.5738914,16.4261086,"Republican","Yes",1,"No","Yes",0.111339600470035
"308","05000US48209",0.052,0.898,30.9,"Texas","Hays County",204345,49.76045413,50.23954587,90.6364237,4.181164208,1.230272334,1.616873425,0.163449069,2.17181727,61.65553353,38.34446647,"Republican","No",0,"Yes","Yes",0.140854926717072
"309","05000US47125",0.081,0.95,30.3,"Tennessee","Montgomery County",194795,50.0038502,49.9961498,71.95769912,19.98767936,0.709977155,2.405092533,0.453810416,4.48574142,90.01514413,9.984855874,"Republican","Yes",1,"No","No",0.14759105726533
"310","05000US51153",0.049,0.84,34,"Virginia","Prince William County",456560,49.89639916,50.10360084,63.43481689,21.98287191,1.073681444,8.849439285,0.205668477,4.453521991,77.08362537,22.91637463,"Republican","No",0,"No","No",0.0629468196951113
"311","05000US06023",0.088,0.888,37.4,"California","Humboldt County",136449,49.88017501,50.11982499,83.56968538,1.365345294,6.397261981,2.869936753,0.327594926,5.47017567,88.60893081,11.39106919,"Democrat","Yes",40,"No","Yes",0.206362816876635
"312","05000US34005",0.079,0.904,41,"New Jersey","Burlington County",448342,49.17875193,50.82124807,73.79634297,17.76500975,0.319622074,5.24242654,0.075165833,2.801432835,92.15286545,7.847134554,"Democrat","Yes",6,"No","Yes",0.0621869019632334
"313","05000US13095",0.098,0.57,34.2,"Georgia","Dougherty County",90395,46.27578959,53.72421041,27.43072073,69.9861718,0.290945296,0.88279219,0.203551081,1.205818906,97.23436031,2.765639692,"Republican","Yes",1,"No","Yes",0.304850932020576
"314","05000US35031",0.093,0.706,30.8,"New Mexico","McKinley County",72958,48.4621289,51.5378711,17.08380164,0.653800817,78.96323912,0.955344171,0.054826064,2.288988185,85.75481784,14.24518216,"Split","Yes",32,"Yes","No",0.376833246525398
"315","05000US22103",0.051,0.79,39.8,"Louisiana","St. Tammany Parish",252772,48.6193091,51.3806909,83.98279873,11.9847135,0.581156141,1.552782745,0.047869226,1.850679664,94.44281803,5.557181966,"Republican","Yes",3,"Yes","Yes",0.108722485085373
"316","05000US12053",0.09,0.74,48.7,"Florida","Hernando County",182231,47.97866444,52.02133556,90.34467242,5.701005866,0.456563373,1.371336381,0.081764354,2.044657605,87.3506703,12.6493297,"Republican","Yes",2,"No","Yes",0.150221422260757
"317","05000US26139",0.067,0.864,34.7,"Michigan","Ottawa County",283242,49.33025469,50.66974531,92.74719145,1.827765656,0.581834615,2.909173075,0.049074643,1.884960564,90.45445238,9.545547624,"Republican","Yes",4,"Yes","No",0.096599374386567
"318","05000US42095",0.077,0.891,41.8,"Pennsylvania","Northampton County",301760,49.23681071,50.76318929,87.88242312,6.466397137,0.428486214,2.937433722,0.105050371,2.180209438,87.20837752,12.79162248,"Republican","Yes",2,"No","Yes",0.0904493637327678
"319","05000US42027",0.056,0.922,30.3,"Pennsylvania","Centre County",162083,52.50643189,47.49356811,88.04192914,3.767822659,0.165964352,6.285051486,0.058611946,1.680620423,97.07680633,2.923193672,"Republican","Yes",2,"No","Yes",0.167920139681521
"320","05000US13151",0.081,0.76,36.3,"Georgia","Henry County",221355,47.66009351,52.33990649,50.34717987,43.43114002,0.350116329,3.380542567,0.112037225,2.378983985,93.3789614,6.621038603,"Republican","Yes",1,"No","Yes",0.122707867452734
"321","05000US37101",0.069,0.82,37.4,"North Carolina","Johnston County",191094,49.03555318,50.96444682,79.92192324,16.22342931,0.922059301,0.837284268,0.10780035,1.987503532,86.53228254,13.46771746,"Republican","Yes",7,"No","Yes",0.141741760599496
"322","05000US37191",0.08,0.8,36.7,"North Carolina","Wayne County",124476,49.0094476,50.9905524,63.15032617,32.38776953,0.801760982,1.298242231,0.138982615,2.222918474,88.46604968,11.53395032,"Republican","Yes",7,"No","Yes",0.217206529772808
"323","05000US51700",0.066,0.78,32.8,"Virginia","Newport News city",180388,48.43614875,51.56385125,49.70508016,41.99614165,0.546599552,3.340576979,0.214537552,4.197064106,91.09475131,8.905248686,"Republican","No",0,"No","No",0.149588664434441
"324","05000US22105",0.073,0.71,34.4,"Louisiana","Tangipahoa Parish",130623,48.38428148,51.61571852,67.01040399,30.30859803,0.384312104,0.737236168,0.056651585,1.502798129,95.72816426,4.271835741,"Republican","Yes",3,"Yes","Yes",0.206410815859382
"325","05000US47163",0.075,0.923,44.3,"Tennessee","Sullivan County",156335,48.56366137,51.43633863,95.09131033,2.289954265,0.35628618,0.747753222,0.039018774,1.475677232,98.18402789,1.815972111,"Republican","Yes",1,"No","No",0.172219912367672
"326","05000US45041",0.085,0.805,38.2,"South Carolina","Florence County",138448,46.66300705,53.33699295,54.1604068,42.64561424,0.399427944,1.453253207,0.072229285,1.269068531,97.4351381,2.564861898,"Republican","Yes",1,"No","Yes",0.19358892869525
"327","05000US26021",0.09,0.762,41.4,"Michigan","Berrien County",154157,48.9760439,51.0239561,79.7738669,15.13976011,0.630526022,1.959690445,0.084329612,2.411826904,94.66971983,5.330280169,"Republican","Yes",4,"Yes","No",0.173323300271801
"328","05000US22079",0.063,0.7,37.4,"Louisiana","Rapides Parish",132097,48.33644973,51.66355027,63.78191783,31.98482933,0.879656616,1.50798277,0.04163607,1.80397738,96.87123856,3.12876144,"Republican","Yes",3,"Yes","Yes",0.201707835908461
"329","05000US20177",0.059,0.78,38.8,"Kansas","Shawnee County",178154,48.48108939,51.51891061,84.34275963,8.632980455,1.412822614,1.47512826,0.113946361,4.022362675,87.89362013,12.10637987,"Republican","No",0,"No","Yes",0.148438990985327
"330","05000US53035",0.068,0.81,39.3,"Washington","Kitsap County",263109,51.12975991,48.87024009,83.05987252,2.988495262,1.759726957,5.357475419,0.975261204,5.859168634,92.44571641,7.554283586,"Split","Yes",20,"No","Yes",0.100144806905123
"331","05000US45015",0.066,0.74,35.3,"South Carolina","Berkeley County",211863,49.69248996,50.30751004,69.22633966,24.58617125,0.691956595,2.631889476,0.123192818,2.740450197,93.63503774,6.364962263,"Republican","Yes",1,"No","Yes",0.12426426511472
"332","05000US12005",0.068,0.74,39.8,"Florida","Bay County",182992,49.78851534,50.21148466,82.21124421,11.37262831,0.831183877,2.254196905,0.156837457,3.173909242,93.6642039,6.3357961,"Republican","Yes",2,"No","Yes",0.143366923144181
"333","05000US36027",0.068,0.799,41.2,"New York","Dutchess County",294567,49.76660658,50.23339342,81.68905546,11.4126837,0.461355142,3.92304637,0.074685895,2.439173431,88.03192483,11.96807517,"Split","Yes",23,"No","No",0.089042560775647
"334","05000US53005",0.083,0.751,35.5,"Washington","Benton County",193484,50.04754915,49.95245085,90.6183457,1.744847119,1.239895805,3.129974572,0.226892146,3.040044655,78.67730665,21.32269335,"Split","Yes",20,"No","Yes",0.134445225444998
"335","05000US27003",0.051,0.781,37.9,"Minnesota","Anoka County",347095,50.01368501,49.98631499,85.82923983,5.996341059,0.855385413,4.536798283,0.052723318,2.729512093,95.56922456,4.430775436,"Split","Yes",10,"No","Yes",0.0746913669168383
"336","05000US04001",0.198,0.638,33.4,"Arizona","Apache County",71373,49.36460566,50.63539434,22.53653342,0.543622939,74.88966416,0.374091043,0.042032701,1.614055735,93.85902232,6.140977681,"Republican","Yes",6,"No","Yes",0.362209799223796
"337","05000US01003",0.058,0.74,42.2,"Alabama","Baldwin County",207509,48.59837405,51.40162595,87.17019503,9.211166745,0.76864136,1.074170277,0.060720258,1.715106333,95.52404956,4.475950441,"Republican","No",0,"No","Yes",0.124322318550039
"338","05000US09011",0.079,0.857,40.7,"Connecticut","New London County",269307,50.08559005,49.91440995,83.86228356,6.775167374,1.14627544,4.505267223,0.149643344,3.561363054,89.68352104,10.31647896,"Democrat","Yes",5,"No","Yes",0.0956751959659422
"339","05000US34011",0.122,0.748,36.9,"New Jersey","Cumberland County",153914,51.23185675,48.76814325,71.80568369,22.04997596,1.62038541,1.474199878,0.129942695,2.919812363,69.7954702,30.2045298,"Democrat","Yes",6,"No","Yes",0.167366191509544
"340","05000US10005",0.067,0.82,47,"Delaware","Sussex County",220093,48.39954019,51.60045981,82.64006579,12.70235764,1.133611701,1.293998446,0.132671189,2.097295234,90.72846479,9.271535215,"Democrat","Yes",1,"No","Yes",0.11701417128214
"341","05000US37057",0.084,0.819,41.5,"North Carolina","Davidson County",164504,48.86628897,51.13371103,86.41917522,9.647181831,0.772017702,1.51242523,0.052886252,1.596313767,92.95701016,7.042989836,"Republican","Yes",7,"No","Yes",0.15595365462238
"342","05000US48375",0.052,0.854,33.3,"Texas","Potter County",120542,51.67161653,48.32838347,79.89331519,10.76305354,1.372135853,5.783046573,0.123608369,2.064840471,62.02568399,37.97431601,"Republican","No",0,"Yes","Yes",0.211262464535183
"343","05000US26075",0.088,0.766,40.5,"Michigan","Jackson County",158215,51.09755712,48.90244288,87.8140505,8.196441551,0.422842335,0.838732105,0.046771798,2.68116171,96.53509465,3.46490535,"Republican","Yes",4,"Yes","No",0.160945548778561
"344","05000US42051",0.085,0.758,44.2,"Pennsylvania","Fayette County",132392,49.41159587,50.58840413,92.81603118,4.689105082,0.191854493,0.376910992,0.251525772,1.674572482,98.8639797,1.136020303,"Republican","Yes",2,"No","Yes",0.190963200193365
"345","05000US13153",0.071,0.76,34.8,"Georgia","Houston County",151862,48.59016739,51.40983261,62.46921547,30.98602679,0.498478882,2.975727964,0.194913803,2.875637092,93.30444746,6.695552541,"Republican","Yes",1,"No","Yes",0.165354071459615
"346","05000US23019",0.07,0.843,41.3,"Maine","Penobscot County",151515,49.57924958,50.42075042,95.08167508,0.927960928,1.226281226,1.110781111,0.033000033,1.62030162,98.7011187,1.298881299,"Split","Yes",4,"No","Yes",0.164557964557965
"347","05000US37133",0.076,0.87,26.1,"North Carolina","Onslow County",192199,55.53566876,44.46433124,76.57740155,15.81485856,0.941211973,2.102508338,0.309054678,4.254964906,87.63208966,12.36791034,"Republican","Yes",7,"No","Yes",0.129636470533145
"348","05000US55059",0.079,0.826,37.4,"Wisconsin","Kenosha County",167869,49.49692915,50.50307085,87.57006952,7.385520853,0.726161471,1.610184132,0.099482334,2.608581692,87.05478677,12.94521323,"Republican","Yes",15,"Yes","Yes",0.147871256753778
"349","05000US37151",0.082,0.842,40.5,"North Carolina","Randolph County",143209,49.29718104,50.70281896,89.25137387,6.465375779,1.084429051,1.400749953,0.092172978,1.705898372,88.75629325,11.24370675,"Republican","Yes",7,"No","Yes",0.172963989693385
"350","05000US35045",0.067,0.698,34.2,"New Mexico","San Juan County",127772,49.47171524,50.52828476,55.2992831,0.765425915,40.57618258,0.616723539,0.073568544,2.668816329,79.95257177,20.04742823,"Split","Yes",32,"Yes","No",0.193743543186301
"351","05000US49011",0.042,0.861,30.2,"Utah","Davis County",341329,50.44429275,49.55570725,92.59541381,1.393377064,0.71661066,1.976978223,0.76290031,2.554719933,90.58093511,9.41906489,"Republican","Yes",2,"No","Yes",0.0724169349806199
"352","05000US12091",0.052,0.83,36.8,"Florida","Okaloosa County",199915,50.74556687,49.25443313,81.62419028,10.10579496,0.721306555,3.164845059,0.229097366,4.154765775,91.13423205,8.865767951,"Republican","Yes",2,"No","Yes",0.123027286596804
"353","05000US39023",0.07,0.842,41,"Ohio","Clark County",134621,48.47014953,51.52985047,87.03099814,8.975568448,0.34392851,0.701227892,0.068340006,2.879937008,96.69070947,3.309290527,"Republican","Yes",7,"No","Yes",0.181390719130002
"354","05000US13057",0.065,0.73,37.4,"Georgia","Cherokee County",241600,49.2557947,50.7442053,88.71399007,6.732201987,0.499586093,1.905215232,0.095198675,2.053807947,89.89072848,10.10927152,"Republican","Yes",1,"No","Yes",0.100467715231788
"355","05000US41017",0.095,0.659,41.9,"Oregon","Deschutes County",180675,49.38923481,50.61076519,94.58530511,0.508094645,1.098104331,1.141275771,0.142797841,2.524422305,92.08080808,7.919191919,"Democrat","Yes",9,"No","No",0.134052857340529
"356","05000US39133",0.072,0.907,37.6,"Ohio","Portage County",162162,49.06143239,50.93856761,91.31177465,4.462204462,0.209050209,2.072002072,0.04316671,1.901801902,98.2375649,1.762435096,"Republican","Yes",7,"No","Yes",0.149350649350649
"357","05000US18035",0.087,0.92,34.8,"Indiana","Delaware County",115483,48.31187274,51.68812726,88.89360339,7.242624456,0.274499277,1.309283618,0.058017197,2.221972065,97.60744006,2.392559944,"Republican","Yes",7,"No","No",0.20963258661448
"358","05000US37159",0.083,0.81,40.3,"North Carolina","Rowan County",139529,49.39904966,50.60095034,79.89521892,16.63955163,0.58482466,1.165349139,0.071669689,1.643385963,91.4813408,8.518659203,"Republican","Yes",7,"No","Yes",0.173397644934028
"359","05000US17111",0.083,0.918,39.3,"Illinois","McHenry County",307972,49.7723819,50.2276181,93.50460431,1.578390243,0.462379697,2.874611978,0.052926889,1.527086878,87.22643617,12.77356383,"Democrat","Yes",9,"No","Yes",0.0780493031834063
"360","05000US51041",0.055,0.86,38.2,"Virginia","Chesterfield County",338815,48.20949486,51.79050514,69.31363724,23.60757345,0.554579933,3.711464959,0.128388649,2.684355769,91.50303263,8.496967372,"Republican","No",0,"No","No",0.0708410194353851
"361","05000US29099",0.069,0.905,38.6,"Missouri","Jefferson County",223413,49.70928281,50.29071719,96.29296415,1.0549968,0.336596348,0.749284957,0.03222731,1.533930434,98.07083742,1.929162582,"Republican","Yes",1,"Yes","Yes",0.107142377569792
"362","05000US02020",0.05,0.73,32.5,"Alaska","Anchorage Municipality",297376,51.03707091,48.96292909,65.06611159,6.025704832,8.666133111,9.618126547,2.549634133,8.074289788,91.00330894,8.996691058,"Republican","Yes",4,"No","No",0.080416711503282
"363","05000US12017",0.084,0.78,55.4,"Florida","Citrus County",142990,48.29778306,51.70221694,93.31771453,3.033079236,0.391635779,1.605706693,0.03496748,1.616896286,94.51639975,5.483600252,"Republican","Yes",2,"No","Yes",0.167165536051472
"364","05000US36013",0.079,0.804,41.7,"New York","Chautauqua County",129638,49.44615005,50.55384995,93.80428578,2.718338759,0.718925007,0.674956417,0.051682377,2.03181166,92.65493142,7.345068576,"Split","Yes",23,"No","No",0.184313241487835
"365","05000US17113",0.073,0.828,32.7,"Illinois","McLean County",172688,48.64437598,51.35562402,83.97398777,7.820462337,0.314439915,5.470559622,0.054433429,2.366116928,95.17279718,4.827202817,"Democrat","Yes",9,"No","Yes",0.137791855832484
"366","05000US55101",0.086,0.787,39.7,"Wisconsin","Racine County",195010,49.43592636,50.56407364,83.78698528,11.84657197,0.638941593,1.331213784,0.075893544,2.320393826,87.07502179,12.92497821,"Republican","Yes",15,"Yes","Yes",0.121880929183119
"367","05000US37035",0.09,0.87,40.8,"North Carolina","Catawba County",156647,48.92082198,51.07917802,84.3705912,8.935376994,0.570071562,4.222870531,0.095756701,1.80533301,90.35793855,9.64206145,"Republican","Yes",7,"No","Yes",0.150842339783079
"368","05000US19103",0.033,0.897,29.8,"Iowa","Johnson County",146633,49.56455914,50.43544086,83.92108188,6.847026249,0.367584377,6.491717417,0.049784155,2.322805917,94.42894846,5.571051537,"Split","Yes",1,"Yes","No",0.16051639126254
"369","05000US55105",0.079,0.88,38.9,"Wisconsin","Rock County",161421,49.23832711,50.76167289,90.68460733,5.170950496,0.511705416,1.261298096,0.062569306,2.308869354,91.4050836,8.594916399,"Republican","Yes",15,"Yes","Yes",0.145569659461904
"370","05000US21117",0.071,0.889,36.4,"Kentucky","Kenton County",164596,49.50849352,50.49150648,91.36856303,4.889547741,0.226615471,1.306228584,0.139736081,2.069309096,96.90271939,3.097280614,"Split","Yes",23,"No","No",0.142360689202654
"371","05000US37025",0.074,0.856,37.4,"North Carolina","Cabarrus County",201573,48.69402152,51.30597848,75.44760459,17.91212117,0.697017954,3.688490026,0.086817183,2.16794908,89.84635839,10.15364161,"Republican","Yes",7,"No","Yes",0.116007600224236
"372","05000US01015",0.073,0.818,39.1,"Alabama","Calhoun County",114980,48.07705688,51.92294312,75.5226996,20.99930423,0.515741868,0.974082449,0.104365977,1.883805879,96.30544443,3.694555575,"Republican","No",0,"No","Yes",0.202861367194295
"373","05000US34015",0.085,0.898,39.6,"New Jersey","Gloucester County",291703,48.60800197,51.39199803,83.57198932,10.89704254,0.266366818,3.067846405,0.068220073,2.128534845,94.00760362,5.992396376,"Democrat","Yes",6,"No","Yes",0.0795329496097058
"374","05000US26147",0.106,0.796,42.8,"Michigan","St. Clair County",159507,49.68935533,50.31064467,94.09493,2.590481922,0.51721868,0.655143661,0.030092723,2.11213301,96.66660397,3.333396027,"Republican","Yes",4,"Yes","No",0.144996771301573
"375","05000US29183",0.056,0.898,37.4,"Missouri","St. Charles County",390795,49.154416,50.845584,90.36886347,4.791258844,0.24795609,2.582428127,0.059877941,1.949615527,96.76966184,3.230338157,"Republican","Yes",1,"Yes","Yes",0.0589106820711626
"376","05000US22097",0.061,0.64,36.6,"Louisiana","St. Landry Parish",83703,48.2587243,51.7412757,56.30144678,41.52539336,0.378719998,0.487437726,0.022699306,1.284302833,97.88538045,2.114619548,"Republican","Yes",3,"Yes","Yes",0.274422661075469
"377","05000US26025",0.076,0.73,40.1,"Michigan","Calhoun County",134178,48.88878952,51.11121048,82.00673732,11.22687773,0.771363413,2.587607506,0.051424228,3.355989805,94.84416223,5.155837768,"Republican","Yes",4,"Yes","No",0.170899849453711
"378","05000US37097",0.08,0.874,39.9,"North Carolina","Iredell County",172529,49.30997108,50.69002892,82.75130558,12.15853567,0.541358264,2.595505683,0.060859334,1.892435475,92.50618737,7.493812634,"Republican","Yes",7,"No","Yes",0.132169084617658
"379","05000US48427",0.154,0.916,29.1,"Texas","Starr County",63931,48.59927109,51.40072891,98.80652579,0.364455429,0.361327056,0.234627958,0.020334423,0.212729349,3.732148723,96.26785128,"Republican","No",0,"Yes","Yes",0.354491561214434
"380","05000US08077",0.081,0.74,38.4,"Colorado","Mesa County",149794,49.47327663,50.52672337,94.19068855,0.917927287,1.52075517,0.926605872,0.128843612,2.315179513,85.59621881,14.40378119,"Split","Yes",8,"No","Yes",0.150506695862318
"381","05000US45077",0.065,0.75,35.4,"South Carolina","Pickens County",122939,49.87920839,50.12079161,89.1279415,6.895289534,0.270052628,1.96276202,0.028469404,1.715484915,96.41204174,3.587958256,"Republican","Yes",1,"No","Yes",0.183383629279561
"382","05000US35049",0.055,0.638,44.4,"New Mexico","Santa Fe County",147943,48.59168734,51.40831266,90.75387142,1.177480516,4.251637455,1.536402533,0.178447105,2.102160967,48.80190344,51.19809656,"Split","Yes",32,"Yes","No",0.151930135254794
"383","05000US13045",0.096,0.787,34,"Georgia","Carroll County",116291,48.791394,51.208606,76.77206319,19.42626687,0.599358506,0.966540833,0.078251971,2.157518639,93.13016485,6.869835155,"Republican","Yes",1,"No","Yes",0.192972800990618
"384","05000US48441",0.049,0.928,32,"Texas","Taylor County",135962,48.94823554,51.05176446,85.91076919,8.006648917,1.003956988,2.185904885,0.129447934,2.763272091,75.84030832,24.15969168,"Republican","No",0,"Yes","Yes",0.164715140995278
"385","05000US36111",0.078,0.813,43.1,"New York","Ulster County",179546,49.57559623,50.42440377,87.76135364,7.009902755,0.431644258,2.092499972,0.046227708,2.658371671,89.95689127,10.04310873,"Split","Yes",23,"No","No",0.124146458289241
"386","05000US41043",0.097,0.612,39.5,"Oregon","Linn County",122700,49.4792176,50.5207824,93.08312958,0.728606357,1.586797066,1.13202934,0.206193969,3.263243684,91.04971475,8.950285249,"Democrat","Yes",9,"No","No",0.180937245313773
"387","05000US13097",0.083,0.72,35.9,"Georgia","Douglas County",142021,47.60774815,52.39225185,49.56238866,45.73619394,0.424585097,1.682145598,0.170397336,2.424289366,90.55139733,9.448602671,"Republican","Yes",1,"No","Yes",0.15573753177347
"388","05000US37085",0.092,0.75,33.6,"North Carolina","Harnett County",130899,49.62069993,50.37930007,71.69191514,21.81605665,1.675337474,1.259749883,0.217725116,3.339215731,87.42694749,12.57305251,"Republican","Yes",7,"No","Yes",0.168786621746537
"389","05000US10001",0.069,0.775,37,"Delaware","Kent County",174754,48.17858246,51.82141754,67.30146377,25.97422663,0.735891596,2.320404683,0.124174554,3.543838768,93.04794168,6.952058322,"Democrat","Yes",1,"No","Yes",0.126314705242798
"390","05000US34027",0.063,0.936,42,"New Jersey","Morris County",498844,49.05120639,50.94879361,83.69811003,3.662267162,0.292676668,10.50228127,0.041095012,1.803569854,86.73072143,13.26927857,"Democrat","Yes",6,"No","Yes",0.0442382789008187
"391","05000US49053",0.051,0.811,34.6,"Utah","Washington County",159237,49.53999385,50.46000615,93.67672086,0.825185101,1.695585825,0.876052676,0.89238054,2.034074995,89.87798062,10.12201938,"Republican","Yes",2,"No","Yes",0.137486890609595
"392","05000US47179",0.073,0.932,39.8,"Tennessee","Washington County",127220,48.89246974,51.10753026,91.74815281,4.349944977,0.411098884,1.519415186,0.056594875,1.914793271,96.64989781,3.350102185,"Republican","Yes",1,"No","No",0.171686841691558
"393","05000US13031",0.092,0.735,26.3,"Georgia","Bulloch County",74721,49.16957749,50.83042251,66.60376601,29.72524458,0.392125373,1.449391737,0.103050013,1.726422291,96.23265213,3.767347867,"Republican","Yes",1,"No","Yes",0.291671685336117
"394","05000US48183",0.055,0.906,35.4,"Texas","Gregg County",123594,48.77744874,51.22255126,74.59747237,20.85942683,0.984675632,1.456381378,0.1051831,1.996860689,81.44408305,18.55591695,"Republican","No",0,"Yes","Yes",0.176133145621956
"395","05000US51550",0.057,0.86,36.5,"Virginia","Chesapeake city",237621,48.8340677,51.1659323,62.40567963,30.16400066,0.473443004,3.396585319,0.138876614,3.421414774,94.13014843,5.86985157,"Republican","No",0,"No","No",0.0914649799470585
"396","05000US51121",0.055,0.8,27.5,"Virginia","Montgomery County",98440,51.94331573,48.05668427,86.72084518,4.180211296,0.275294596,6.466883381,0.051808208,2.304957334,96.90877692,3.09122308,"Republican","No",0,"No","No",0.220509955302722
"397","05000US22109",0.043,0.77,35.2,"Louisiana","Terrebonne Parish",113123,49.41523828,50.58476172,71.07219575,19.15613978,5.980216225,1.161567497,0.113151172,2.516729578,94.76852629,5.231473706,"Republican","Yes",3,"Yes","Yes",0.191181280553026
"398","05000US36075",0.095,0.774,39.2,"New York","Oswego County",118907,50.13413844,49.86586156,96.23571362,1.076471528,0.495345102,0.704752454,0.028593775,1.459123517,97.47029191,2.529708091,"Split","Yes",23,"No","No",0.181780719385738
"399","05000US37179",0.069,0.902,37.2,"North Carolina","Union County",226540,49.22839234,50.77160766,82.45519555,12.23139401,0.629027986,2.721373709,0.076366205,1.886642536,88.92116183,11.07883817,"Republican","Yes",7,"No","Yes",0.0945351814249139
"400","05000US28059",0.09,0.785,37.8,"Mississippi","Jackson County",141550,49.27587425,50.72412575,73.3931473,21.80854822,0.454962911,2.344754504,0.08689509,1.911691982,93.68138467,6.31861533,"Republican","No",0,"No","Yes",0.151183327446132
"401","05000US17161",0.079,0.863,40,"Illinois","Rock Island County",145472,49.32014408,50.67985592,83.37961945,10.66940717,0.577430708,2.566129564,0.043994721,2.76341839,87.29102508,12.70897492,"Democrat","Yes",9,"No","Yes",0.145890618125825
"402","05000US45013",0.068,0.75,42.8,"South Carolina","Beaufort County",183497,49.33813632,50.66186368,77.44050311,18.73218636,0.442514047,1.36351003,0.139511818,1.881774634,88.81562096,11.18437904,"Republican","Yes",1,"No","Yes",0.115647667264315
"403","05000US39025",0.07,0.929,39.5,"Ohio","Clermont County",203016,49.24685739,50.75314261,95.43878315,1.562438428,0.219687118,1.221578595,0.048764629,1.508748079,98.15482524,1.845174765,"Republican","Yes",7,"No","Yes",0.104065689403791
"404","05000US04003",0.088,0.829,40,"Arizona","Cochise County",125355,50.95927566,49.04072434,88.03079255,4.586175262,1.715926768,2.183399146,0.395676279,3.088029995,64.68589207,35.31410793,"Republican","Yes",6,"No","Yes",0.16833792030633
"405","05000US18095",0.09,0.867,39.8,"Indiana","Madison County",129325,49.92074232,50.07925768,88.54436497,8.465493911,0.416779432,0.597718925,0.054900445,1.920742316,96.02474386,3.975256138,"Republican","Yes",7,"No","No",0.163069785424319
"406","05000US42125",0.069,0.889,44.2,"Pennsylvania","Washington County",207341,49.04625713,50.95374287,93.82659484,3.240555414,0.161087291,0.983886448,0.027973242,1.759902769,98.33752128,1.662478719,"Republican","Yes",2,"No","Yes",0.10163932844927
"407","05000US39057",0.072,0.903,37.7,"Ohio","Greene County",165109,49.21778946,50.78221054,86.41200661,7.166780733,0.323422709,3.162153486,0.08418681,2.851449648,97.20851074,2.791489259,"Republican","Yes",7,"No","Yes",0.127582384969929
"408","05000US21227",0.07,0.916,32.8,"Kentucky","Warren County",126341,49.01575894,50.98424106,83.84926508,9.525807141,0.336391195,3.73512953,0.312645934,2.240761115,94.7839577,5.216042298,"Split","Yes",23,"No","No",0.166588834978352
"409","05000US06041",0.05,0.931,45.4,"California","Marin County",261532,48.77529327,51.22470673,85.88012174,2.754921004,0.999495282,6.254301577,0.246241378,3.864919016,84.00769313,15.99230687,"Democrat","Yes",40,"No","Yes",0.0801584509734946
"410","05000US39089",0.069,0.88,39.7,"Ohio","Licking County",171822,49.1095436,50.8904564,92.49281233,3.902294235,0.308458754,1.12383746,0.037829847,2.134767376,98.18765932,1.812340678,"Republican","Yes",7,"No","Yes",0.121788827973135
"411","05000US54061",0.041,0.81,30,"West Virginia","Monongalia County",104771,51.50757366,48.49242634,90.17762549,3.827394985,0.216663008,3.47901614,0.047723129,2.251577249,97.81523513,2.184764868,"Republican","Yes",10,"Yes","Yes",0.19970220767197
"412","05000US19113",0.048,0.868,37.1,"Iowa","Linn County",221900,49.33123028,50.66876972,89.32447048,5.30193781,0.264533574,2.44840018,0.122577738,2.538080216,96.82154123,3.178458765,"Split","Yes",1,"Yes","No",0.0934970707525913
"413","05000US48485",0.061,0.943,34,"Texas","Wichita County",131310,51.80641231,48.19358769,82.68448709,11.02733988,1.380702155,2.113319625,0.130226182,2.663925063,81.09664154,18.90335846,"Republican","No",0,"Yes","Yes",0.157733607493717
"414","05000US42089",0.094,0.847,41.8,"Pennsylvania","Monroe County",166516,49.404862,50.595138,78.76180067,15.53424296,0.548295659,2.42859545,0.118907492,2.608157775,84.70297149,15.29702851,"Republican","Yes",2,"No","Yes",0.12432438924788
"415","05000US45075",0.117,0.755,38.7,"South Carolina","Orangeburg County",88334,46.92983449,53.07016551,34.6853986,62.2648131,0.654334684,0.981502026,0.031697874,1.382253719,97.86152557,2.138474427,"Republican","Yes",1,"No","Yes",0.233205787126135
"416","05000US12019",0.063,0.74,39,"Florida","Clay County",207240,49.20237406,50.79762594,81.76462073,11.34916039,0.523065045,3.110885929,0.157788072,3.09447983,90.39085119,9.609148813,"Republican","Yes",2,"No","Yes",0.0993051534452808
"417","05000US46099",0.034,0.826,34.8,"South Dakota","Minnehaha County",186051,50.34049804,49.65950196,87.15352242,5.390457455,2.795470059,2.159622899,0.115559712,2.385367453,95.27656395,4.723436047,"Republican","No",0,"No","Yes",0.11060408167653
"418","05000US51770",0.067,0.69,38,"Virginia","Roanoke city",99743,47.93218572,52.06781428,63.9633859,29.48277072,0.400028072,3.120018447,0.08020613,2.953590728,93.84718727,6.152812729,"Republican","No",0,"No","No",0.205668568220326
